Model,Horizon,MAE,RMSE,R2,Bias,Neg_Count,Neg_Pct
V1.2,target_1d,4.350630283355713,6.475833865640092,-0.09841883182525635,1.4667837619781494,1,0.09
V1.2,target_3d,4.320150852203369,6.245635683250395,-0.08874738216400146,1.6404627561569214,1,0.09
V1.2,target_7d,4.421738147735596,6.28484670423258,0.05723351240158081,1.4142404794692993,1,0.09
