period,target,MAE,RMSE,R2,Bias
Jan-Apr 2025,target_1d,3.8985161781311035,5.592765678878632,0.2505231499671936,-1.4284710884094238
Jan-Apr 2025,target_3d,3.939803123474121,5.536591962156858,0.24354219436645508,-1.1587567329406738
Jan-Apr 2025,target_7d,3.955313205718994,5.54727231604105,0.2434278130531311,-1.0349524021148682
Jun-Aug 2025,target_1d,8.084482192993164,11.071651143592366,-3.083127021789551,8.030070304870605
Jun-Aug 2025,target_3d,8.137909889221191,11.048426755183222,-3.74638032913208,8.06460952758789
Jun-Aug 2025,target_7d,7.936692714691162,10.760340485698585,-1.6696782112121582,7.255565166473389
